state	yr	qtr	index_nsa	index_sa	Warning
ND	1997	2	127.70	127.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1997	3	131.53	129.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1997	4	129.25	129.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	1	129.47	129.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	2	132.42	131.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	3	136.06	134.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	4	135.77	135.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	1	135.15	135.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	2	137.11	136.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	3	138.20	136.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	4	136.62	136.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	1	139.30	139.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	2	139.79	139.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	3	142.45	140.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	4	138.83	138.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	1	143.69	143.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	2	144.27	143.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	3	144.49	143.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	4	147.83	147.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	1	147.67	147.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	2	151.39	150.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	3	154.77	153.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	4	158.49	157.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	1	158.34	158.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	2	160.96	160.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	3	164.57	162.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	4	165.74	164.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	1	166.26	166.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	2	172.39	171.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	3	176.66	174.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	4	177.81	177.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	1	181.36	182.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	2	185.45	184.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	3	190.05	187.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	4	192.39	192.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	1	190.97	191.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	2	200.82	199.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	3	202.61	200.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	4	202.40	202.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	1	203.64	204.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	2	209.58	207.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	3	211.94	210.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	4	208.00	207.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	1	210.93	211.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	2	213.58	211.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	3	214.42	212.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	4	213.88	213.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	1	213.08	213.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	2	221.03	219.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	3	216.71	215.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	4	218.30	217.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	1	225.56	225.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	2	221.13	219.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	3	219.90	218.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	4	225.84	224.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	1	228.30	228.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	2	229.98	229.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	3	233.28	231.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	4	236.54	234.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	1	238.09	238.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	2	246.30	246.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	3	255.81	253.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	4	259.32	257.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	1	259.33	259.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	2	263.18	263.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	3	273.34	270.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	4	275.24	272.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
NE	1991	1	100.00	100.00	
NE	1991	2	101.76	101.28	
NE	1991	3	102.20	101.68	
NE	1991	4	102.50	102.27	
NE	1992	1	106.34	106.37	
NE	1992	2	107.42	106.92	
NE	1992	3	109.34	108.74	
NE	1992	4	110.77	110.54	
NE	1993	1	112.38	112.45	
NE	1993	2	114.92	114.38	
NE	1993	3	117.13	116.42	
NE	1993	4	120.37	120.16	
NE	1994	1	120.32	120.46	
NE	1994	2	121.71	121.05	
NE	1994	3	124.31	123.54	
NE	1994	4	124.51	124.34	
NE	1995	1	125.79	125.97	
NE	1995	2	129.04	128.29	
NE	1995	3	130.17	129.32	
NE	1995	4	130.83	130.73	
NE	1996	1	132.03	132.24	
NE	1996	2	135.21	134.34	
NE	1996	3	137.10	136.22	
NE	1996	4	137.28	137.24	
NE	1997	1	138.89	139.09	
NE	1997	2	142.32	141.38	
NE	1997	3	142.96	142.02	
NE	1997	4	144.39	144.42	
NE	1998	1	147.39	147.57	
NE	1998	2	148.23	147.22	
NE	1998	3	149.16	148.17	
NE	1998	4	154.16	154.23	
NE	1999	1	154.24	154.39	
NE	1999	2	156.61	155.64	
NE	1999	3	158.03	156.87	
NE	1999	4	157.34	157.45	
NE	2000	1	158.60	158.76	
NE	2000	2	161.44	160.52	
NE	2000	3	162.87	161.52	
NE	2000	4	162.62	162.80	
NE	2001	1	162.93	163.12	
NE	2001	2	166.24	165.39	
NE	2001	3	167.94	166.35	
NE	2001	4	166.68	166.92	
NE	2002	1	168.76	169.04	
NE	2002	2	171.08	170.25	
NE	2002	3	173.98	172.14	
NE	2002	4	173.71	173.98	
NE	2003	1	175.86	176.30	
NE	2003	2	178.40	177.55	
NE	2003	3	181.03	178.93	
NE	2003	4	180.48	180.79	
NE	2004	1	182.18	182.87	
NE	2004	2	184.31	183.30	
NE	2004	3	189.73	187.40	
NE	2004	4	188.82	189.16	
NE	2005	1	189.74	190.79	
NE	2005	2	191.82	190.49	
NE	2005	3	195.40	192.94	
NE	2005	4	194.40	194.71	
NE	2006	1	194.13	195.64	
NE	2006	2	199.58	197.82	
NE	2006	3	201.28	198.78	
NE	2006	4	197.92	198.15	
NE	2007	1	197.88	199.88	
NE	2007	2	202.96	200.77	
NE	2007	3	201.50	199.03	
NE	2007	4	197.60	197.80	
NE	2008	1	194.10	196.35	
NE	2008	2	196.30	193.91	
NE	2008	3	194.29	191.96	
NE	2008	4	192.06	192.24	
NE	2009	1	188.78	191.04	
NE	2009	2	196.41	193.91	
NE	2009	3	197.75	195.55	
NE	2009	4	195.76	195.89	
NE	2010	1	188.88	190.99	
NE	2010	2	196.85	194.42	
NE	2010	3	194.82	192.85	
NE	2010	4	187.74	187.74	
NE	2011	1	188.09	189.94	
NE	2011	2	191.61	189.40	
NE	2011	3	193.44	191.75	
NE	2011	4	192.33	192.18	
NE	2012	1	192.75	194.30	
NE	2012	2	198.48	196.43	
NE	2012	3	198.59	197.11	
NE	2012	4	201.85	201.53	
NE	2013	1	202.63	203.97	
NE	2013	2	206.87	204.89	
NE	2013	3	208.99	207.69	
NE	2013	4	211.27	210.73	
NH	1991	1	100.00	100.00	
NH	1991	2	98.43	98.63	
NH	1991	3	97.16	97.20	
NH	1991	4	95.75	95.75	
NH	1992	1	95.80	95.86	
NH	1992	2	94.36	94.55	
NH	1992	3	93.31	93.31	
NH	1992	4	93.43	93.42	
NH	1993	1	91.66	91.81	
NH	1993	2	92.30	92.48	
NH	1993	3	92.77	92.65	
NH	1993	4	92.84	92.85	
NH	1994	1	94.36	94.69	
NH	1994	2	93.20	93.29	
NH	1994	3	93.69	93.40	
NH	1994	4	94.12	94.23	
NH	1995	1	92.34	92.79	
NH	1995	2	94.88	94.90	
NH	1995	3	96.15	95.70	
NH	1995	4	95.58	95.78	
NH	1996	1	95.65	96.30	
NH	1996	2	96.91	96.78	
NH	1996	3	99.65	99.06	
NH	1996	4	97.81	98.14	
NH	1997	1	99.50	100.28	
NH	1997	2	101.88	101.62	
NH	1997	3	103.09	102.43	
NH	1997	4	104.12	104.51	
NH	1998	1	105.39	106.36	
NH	1998	2	109.10	108.69	
NH	1998	3	112.22	111.50	
NH	1998	4	113.13	113.53	
NH	1999	1	114.91	116.06	
NH	1999	2	121.07	120.58	
NH	1999	3	123.12	122.32	
NH	1999	4	125.48	125.83	
NH	2000	1	129.47	130.91	
NH	2000	2	135.74	135.17	
NH	2000	3	140.26	139.36	
NH	2000	4	146.25	146.56	
NH	2001	1	148.30	150.01	
NH	2001	2	155.61	154.96	
NH	2001	3	161.55	160.58	
NH	2001	4	163.67	163.93	
NH	2002	1	165.80	167.69	
NH	2002	2	174.49	173.75	
NH	2002	3	182.65	181.69	
NH	2002	4	184.93	185.19	
NH	2003	1	187.85	189.90	
NH	2003	2	195.31	194.39	
NH	2003	3	199.50	198.61	
NH	2003	4	204.40	204.81	
NH	2004	1	207.61	209.70	
NH	2004	2	214.75	213.52	
NH	2004	3	218.01	217.24	
NH	2004	4	223.53	224.28	
NH	2005	1	227.23	229.30	
NH	2005	2	233.85	232.15	
NH	2005	3	237.15	236.52	
NH	2005	4	237.01	238.21	
NH	2006	1	235.20	237.12	
NH	2006	2	238.71	236.71	
NH	2006	3	234.83	234.27	
NH	2006	4	229.42	230.78	
NH	2007	1	231.12	233.05	
NH	2007	2	234.34	232.31	
NH	2007	3	229.44	228.65	
NH	2007	4	222.87	224.22	
NH	2008	1	218.32	220.46	
NH	2008	2	217.47	215.69	
NH	2008	3	210.96	209.89	
NH	2008	4	204.01	204.93	
NH	2009	1	207.44	210.11	
NH	2009	2	207.14	205.57	
NH	2009	3	200.45	198.99	
NH	2009	4	202.66	203.26	
NH	2010	1	193.55	196.67	
NH	2010	2	197.65	196.24	
NH	2010	3	201.66	199.79	
NH	2010	4	195.69	196.04	
NH	2011	1	186.49	190.06	
NH	2011	2	190.38	189.00	
NH	2011	3	192.79	190.62	
NH	2011	4	192.18	192.58	
NH	2012	1	184.80	188.66	
NH	2012	2	191.41	189.88	
NH	2012	3	190.78	188.43	
NH	2012	4	189.24	189.79	
NH	2013	1	190.20	194.32	
NH	2013	2	199.38	197.56	
NH	2013	3	201.76	199.19	
NH	2013	4	197.94	198.79	
NJ	1991	1	100.00	100.00	
NJ	1991	2	99.06	99.36	
NJ	1991	3	99.10	99.09	
NJ	1991	4	99.58	99.63	
NJ	1992	1	101.18	101.26	
NJ	1992	2	100.20	100.50	
NJ	1992	3	100.78	100.65	
NJ	1992	4	101.29	101.39	
NJ	1993	1	100.41	100.62	
NJ	1993	2	101.07	101.34	
NJ	1993	3	101.67	101.32	
NJ	1993	4	101.79	102.01	
NJ	1994	1	102.12	102.48	
NJ	1994	2	102.01	102.23	
NJ	1994	3	102.87	102.28	
NJ	1994	4	101.23	101.61	
NJ	1995	1	101.24	101.77	
NJ	1995	2	101.46	101.51	
NJ	1995	3	102.86	102.16	
NJ	1995	4	101.46	101.94	
NJ	1996	1	101.36	102.06	
NJ	1996	2	102.95	102.80	
NJ	1996	3	103.24	102.56	
NJ	1996	4	102.37	102.87	
NJ	1997	1	102.20	103.02	
NJ	1997	2	104.06	103.77	
NJ	1997	3	104.80	104.11	
NJ	1997	4	105.08	105.64	
NJ	1998	1	106.19	107.08	
NJ	1998	2	108.60	108.28	
NJ	1998	3	110.38	109.60	
NJ	1998	4	110.16	110.77	
NJ	1999	1	111.81	112.73	
NJ	1999	2	115.49	115.24	
NJ	1999	3	118.96	118.02	
NJ	1999	4	119.54	120.16	
NJ	2000	1	122.33	123.40	
NJ	2000	2	126.61	126.40	
NJ	2000	3	130.42	129.37	
NJ	2000	4	133.09	133.62	
NJ	2001	1	136.08	137.42	
NJ	2001	2	140.72	140.53	
NJ	2001	3	146.87	145.66	
NJ	2001	4	149.36	149.80	
NJ	2002	1	152.72	154.39	
NJ	2002	2	160.81	160.52	
NJ	2002	3	168.23	166.92	
NJ	2002	4	172.90	173.29	
NJ	2003	1	175.39	177.38	
NJ	2003	2	184.18	183.78	
NJ	2003	3	190.67	189.28	
NJ	2003	4	195.27	195.76	
NJ	2004	1	200.32	202.51	
NJ	2004	2	210.54	209.91	
NJ	2004	3	218.58	217.20	
NJ	2004	4	224.43	225.14	
NJ	2005	1	230.33	232.56	
NJ	2005	2	240.80	239.98	
NJ	2005	3	249.94	248.60	
NJ	2005	4	253.29	254.30	
NJ	2006	1	255.90	258.03	
NJ	2006	2	260.84	259.84	
NJ	2006	3	259.69	258.58	
NJ	2006	4	256.72	257.87	
NJ	2007	1	256.72	258.48	
NJ	2007	2	258.95	258.08	
NJ	2007	3	255.44	254.45	
NJ	2007	4	252.07	253.21	
NJ	2008	1	247.04	248.52	
NJ	2008	2	243.52	242.95	
NJ	2008	3	239.16	238.19	
NJ	2008	4	232.90	233.73	
NJ	2009	1	231.24	232.75	
NJ	2009	2	227.79	227.58	
NJ	2009	3	226.60	225.35	
NJ	2009	4	223.05	223.56	
NJ	2010	1	223.51	225.56	
NJ	2010	2	223.47	223.19	
NJ	2010	3	222.33	220.79	
NJ	2010	4	220.06	220.26	
NJ	2011	1	211.83	214.71	
NJ	2011	2	210.98	210.32	
NJ	2011	3	212.07	210.17	
NJ	2011	4	207.98	208.27	
NJ	2012	1	202.83	206.44	
NJ	2012	2	209.42	208.03	
NJ	2012	3	209.10	207.03	
NJ	2012	4	207.23	207.83	
NJ	2013	1	205.96	210.09	
NJ	2013	2	214.68	212.72	
NJ	2013	3	215.95	213.63	
NJ	2013	4	212.78	213.78	
NM	1991	1	100.00	100.00	
NM	1991	2	101.61	100.99	
NM	1991	3	101.19	100.86	
NM	1991	4	103.47	103.60	
NM	1992	1	106.11	106.19	
NM	1992	2	106.95	106.26	
NM	1992	3	108.49	108.09	
NM	1992	4	110.23	110.40	
NM	1993	1	111.64	111.77	
NM	1993	2	116.14	115.33	
NM	1993	3	118.51	118.07	
NM	1993	4	120.34	120.54	
NM	1994	1	125.01	125.18	
NM	1994	2	127.84	126.94	
NM	1994	3	131.08	130.59	
NM	1994	4	133.16	133.34	
NM	1995	1	133.24	133.45	
NM	1995	2	136.68	135.75	
NM	1995	3	137.97	137.42	
NM	1995	4	136.66	136.80	
NM	1996	1	136.90	137.18	
NM	1996	2	139.77	138.83	
NM	1996	3	139.27	138.66	
NM	1996	4	137.95	138.09	
NM	1997	1	139.03	139.37	
NM	1997	2	141.42	140.47	
NM	1997	3	139.49	138.82	
NM	1997	4	139.00	139.13	
NM	1998	1	139.20	139.62	
NM	1998	2	141.31	140.35	
NM	1998	3	142.56	141.84	
NM	1998	4	143.42	143.56	
NM	1999	1	143.80	144.24	
NM	1999	2	144.47	143.49	
NM	1999	3	145.13	144.41	
NM	1999	4	146.21	146.31	
NM	2000	1	145.21	145.67	
NM	2000	2	146.41	145.46	
NM	2000	3	146.80	146.07	
NM	2000	4	145.76	145.83	
NM	2001	1	148.59	149.01	
NM	2001	2	150.60	149.72	
NM	2001	3	151.72	150.94	
NM	2001	4	151.18	151.20	
NM	2002	1	152.68	153.11	
NM	2002	2	157.17	156.33	
NM	2002	3	159.14	158.29	
NM	2002	4	161.13	161.14	
NM	2003	1	162.25	162.69	
NM	2003	2	165.98	165.15	
NM	2003	3	169.32	168.37	
NM	2003	4	171.71	171.74	
NM	2004	1	174.52	174.97	
NM	2004	2	179.70	178.85	
NM	2004	3	183.98	182.93	
NM	2004	4	186.72	186.73	
NM	2005	1	192.51	192.92	
NM	2005	2	200.76	199.95	
NM	2005	3	208.96	207.76	
NM	2005	4	215.33	215.25	
NM	2006	1	221.09	221.48	
NM	2006	2	229.62	228.92	
NM	2006	3	235.60	234.15	
NM	2006	4	238.80	238.65	
NM	2007	1	241.65	242.08	
NM	2007	2	245.05	244.46	
NM	2007	3	244.08	242.39	
NM	2007	4	240.78	240.73	
NM	2008	1	241.33	241.77	
NM	2008	2	238.58	238.04	
NM	2008	3	237.26	235.43	
NM	2008	4	233.02	233.14	
NM	2009	1	224.51	224.94	
NM	2009	2	228.66	228.07	
NM	2009	3	224.25	222.41	
NM	2009	4	223.68	223.98	
NM	2010	1	221.80	222.18	
NM	2010	2	215.37	214.83	
NM	2010	3	215.34	213.48	
NM	2010	4	211.27	211.65	
NM	2011	1	206.14	206.47	
NM	2011	2	202.85	202.38	
NM	2011	3	205.86	203.96	
NM	2011	4	202.25	202.68	
NM	2012	1	201.85	202.21	
NM	2012	2	208.43	207.96	
NM	2012	3	208.61	206.55	
NM	2012	4	203.27	203.80	
NM	2013	1	208.05	208.49	
NM	2013	2	211.18	210.65	
NM	2013	3	213.67	211.41	
NM	2013	4	212.93	213.68	
NV	1991	1	100.00	100.00	
NV	1991	2	101.17	100.08	
NV	1991	3	101.05	100.21	
NV	1991	4	102.36	101.67	
NV	1992	1	103.23	103.24	
NV	1992	2	102.50	101.39	
NV	1992	3	104.51	103.61	
NV	1992	4	104.91	104.24	
NV	1993	1	104.33	104.36	
NV	1993	2	106.38	105.23	
NV	1993	3	106.56	105.55	
NV	1993	4	107.02	106.42	
NV	1994	1	107.91	107.96	
NV	1994	2	109.78	108.60	
NV	1994	3	110.82	109.67	
NV	1994	4	110.79	110.26	
NV	1995	1	110.89	110.93	
NV	1995	2	113.99	112.80	
NV	1995	3	114.62	113.33	
NV	1995	4	114.25	113.75	
NV	1996	1	114.46	114.48	
NV	1996	2	116.01	114.87	
NV	1996	3	116.59	115.25	
NV	1996	4	116.18	115.66	
NV	1997	1	116.73	116.72	
NV	1997	2	118.00	116.88	
NV	1997	3	119.59	118.26	
NV	1997	4	118.52	117.95	
NV	1998	1	116.95	116.87	
NV	1998	2	119.63	118.54	
NV	1998	3	120.27	119.00	
NV	1998	4	120.96	120.32	
NV	1999	1	121.32	121.17	
NV	1999	2	122.12	121.04	
NV	1999	3	123.92	122.70	
NV	1999	4	124.61	123.93	
NV	2000	1	124.78	124.52	
NV	2000	2	127.30	126.23	
NV	2000	3	127.63	126.39	
NV	2000	4	129.17	128.45	
NV	2001	1	131.79	131.53	
NV	2001	2	134.98	133.86	
NV	2001	3	137.30	135.90	
NV	2001	4	139.20	138.47	
NV	2002	1	141.37	141.12	
NV	2002	2	144.32	143.15	
NV	2002	3	148.42	146.75	
NV	2002	4	151.09	150.38	
NV	2003	1	154.60	154.41	
NV	2003	2	159.39	158.09	
NV	2003	3	167.35	165.28	
NV	2003	4	176.64	175.96	
NV	2004	1	188.03	187.84	
NV	2004	2	207.86	206.12	
NV	2004	3	224.22	221.33	
NV	2004	4	232.18	231.46	
NV	2005	1	242.25	242.01	
NV	2005	2	258.82	256.54	
NV	2005	3	263.61	260.14	
NV	2005	4	271.95	271.36	
NV	2006	1	276.33	276.00	
NV	2006	2	275.37	272.69	
NV	2006	3	274.47	271.06	
NV	2006	4	268.98	268.39	
NV	2007	1	265.95	265.68	
NV	2007	2	263.80	261.06	
NV	2007	3	253.06	250.04	
NV	2007	4	236.82	236.17	
NV	2008	1	220.15	220.15	
NV	2008	2	201.08	198.93	
NV	2008	3	186.28	183.97	
NV	2008	4	161.22	160.67	
NV	2009	1	151.23	151.54	
NV	2009	2	145.01	143.42	
NV	2009	3	138.34	136.35	
NV	2009	4	135.94	135.47	
NV	2010	1	131.91	132.49	
NV	2010	2	133.33	131.90	
NV	2010	3	131.02	128.77	
NV	2010	4	126.10	125.74	
NV	2011	1	119.78	120.56	
NV	2011	2	115.71	114.49	
NV	2011	3	115.11	112.82	
NV	2011	4	110.11	109.89	
NV	2012	1	111.57	112.42	
NV	2012	2	119.96	118.78	
NV	2012	3	126.96	124.09	
NV	2012	4	131.10	131.02	
NV	2013	1	137.17	138.28	
NV	2013	2	147.42	146.01	
NV	2013	3	160.25	156.42	
NV	2013	4	162.85	162.88	
NY	1991	1	100.00	100.00	
NY	1991	2	99.55	99.21	
NY	1991	3	100.08	99.18	
NY	1991	4	100.28	99.70	
NY	1992	1	100.98	101.14	
NY	1992	2	100.59	100.15	
NY	1992	3	101.49	100.52	
NY	1992	4	102.41	101.82	
NY	1993	1	99.84	100.23	
NY	1993	2	101.68	101.03	
NY	1993	3	101.42	100.36	
NY	1993	4	100.68	100.18	
NY	1994	1	99.31	99.86	
NY	1994	2	100.43	99.68	
NY	1994	3	100.47	99.26	
NY	1994	4	98.93	98.58	
NY	1995	1	98.15	98.80	
NY	1995	2	99.67	98.84	
NY	1995	3	100.33	99.00	
NY	1995	4	98.67	98.42	
NY	1996	1	99.22	99.93	
NY	1996	2	99.85	99.01	
NY	1996	3	100.65	99.24	
NY	1996	4	99.51	99.27	
NY	1997	1	98.98	99.77	
NY	1997	2	101.47	100.59	
NY	1997	3	102.26	100.83	
NY	1997	4	101.85	101.53	
NY	1998	1	101.63	102.44	
NY	1998	2	105.09	104.26	
NY	1998	3	107.71	106.22	
NY	1998	4	108.33	107.92	
NY	1999	1	108.94	109.74	
NY	1999	2	113.00	112.25	
NY	1999	3	116.38	114.84	
NY	1999	4	117.90	117.35	
NY	2000	1	119.49	120.19	
NY	2000	2	123.12	122.50	
NY	2000	3	127.20	125.60	
NY	2000	4	129.67	128.96	
NY	2001	1	131.17	131.76	
NY	2001	2	135.72	135.19	
NY	2001	3	140.33	138.69	
NY	2001	4	143.30	142.44	
NY	2002	1	146.05	146.52	
NY	2002	2	151.51	151.01	
NY	2002	3	157.39	155.73	
NY	2002	4	160.39	159.33	
NY	2003	1	165.50	165.90	
NY	2003	2	168.82	168.30	
NY	2003	3	175.11	173.40	
NY	2003	4	180.10	178.88	
NY	2004	1	183.45	183.87	
NY	2004	2	189.42	188.68	
NY	2004	3	194.17	192.41	
NY	2004	4	199.54	198.21	
NY	2005	1	201.90	202.47	
NY	2005	2	206.01	204.96	
NY	2005	3	214.07	212.09	
NY	2005	4	215.70	214.47	
NY	2006	1	216.50	217.27	
NY	2006	2	219.82	218.33	
NY	2006	3	219.43	217.39	
NY	2006	4	219.16	218.16	
NY	2007	1	217.86	218.65	
NY	2007	2	222.14	220.53	
NY	2007	3	222.11	219.89	
NY	2007	4	220.26	219.51	
NY	2008	1	217.40	218.09	
NY	2008	2	218.09	216.56	
NY	2008	3	218.28	215.96	
NY	2008	4	212.40	211.84	
NY	2009	1	210.49	211.03	
NY	2009	2	210.04	208.69	
NY	2009	3	210.98	208.61	
NY	2009	4	209.84	209.39	
NY	2010	1	208.22	208.75	
NY	2010	2	209.82	208.38	
NY	2010	3	209.45	207.09	
NY	2010	4	208.27	207.92	
NY	2011	1	202.35	202.88	
NY	2011	2	205.07	203.54	
NY	2011	3	205.19	202.92	
NY	2011	4	201.50	201.23	
NY	2012	1	201.69	202.24	
NY	2012	2	204.52	202.85	
NY	2012	3	205.14	202.96	
NY	2012	4	204.23	203.95	
NY	2013	1	204.74	205.30	
NY	2013	2	208.46	206.72	
NY	2013	3	211.16	208.99	
NY	2013	4	211.84	211.49	
OH	1991	1	100.00	100.00	
OH	1991	2	101.51	100.58	
OH	1991	3	101.94	101.15	
OH	1991	4	102.87	102.26	
OH	1992	1	104.25	104.28	
OH	1992	2	105.84	104.84	
OH	1992	3	106.96	106.13	
OH	1992	4	107.93	107.29	
OH	1993	1	108.07	108.13	
OH	1993	2	110.54	109.48	
OH	1993	3	111.98	111.08	
OH	1993	4	113.18	112.57	
OH	1994	1	113.70	113.76	
OH	1994	2	116.49	115.34	
OH	1994	3	117.28	116.32	
OH	1994	4	118.08	117.53	
OH	1995	1	119.18	119.18	
OH	1995	2	120.93	119.73	
OH	1995	3	122.35	121.30	
OH	1995	4	123.17	122.72	
OH	1996	1	124.36	124.28	
OH	1996	2	126.94	125.68	
OH	1996	3	127.70	126.58	
OH	1996	4	127.91	127.53	
OH	1997	1	128.49	128.35	
OH	1997	2	130.47	129.20	
OH	1997	3	131.51	130.31	
OH	1997	4	131.45	131.11	
OH	1998	1	132.89	132.73	
OH	1998	2	134.96	133.63	
OH	1998	3	136.13	134.88	
OH	1998	4	137.10	136.76	
OH	1999	1	138.78	138.66	
OH	1999	2	141.41	139.98	
OH	1999	3	143.01	141.66	
OH	1999	4	143.30	142.94	
OH	2000	1	144.28	144.27	
OH	2000	2	147.40	145.81	
OH	2000	3	148.60	147.21	
OH	2000	4	148.85	148.44	
OH	2001	1	149.68	149.80	
OH	2001	2	152.92	151.18	
OH	2001	3	153.69	152.25	
OH	2001	4	154.03	153.57	
OH	2002	1	155.35	155.61	
OH	2002	2	157.86	155.99	
OH	2002	3	159.29	157.75	
OH	2002	4	160.00	159.50	
OH	2003	1	160.34	160.74	
OH	2003	2	164.25	162.24	
OH	2003	3	165.29	163.57	
OH	2003	4	165.63	165.19	
OH	2004	1	166.09	166.65	
OH	2004	2	169.96	167.80	
OH	2004	3	171.20	169.23	
OH	2004	4	170.78	170.48	
OH	2005	1	171.17	171.93	
OH	2005	2	175.62	173.25	
OH	2005	3	175.85	173.60	
OH	2005	4	175.28	175.13	
OH	2006	1	174.79	175.84	
OH	2006	2	178.25	175.67	
OH	2006	3	177.49	174.90	
OH	2006	4	174.78	174.80	
OH	2007	1	173.62	175.04	
OH	2007	2	176.50	173.75	
OH	2007	3	175.01	172.11	
OH	2007	4	170.11	170.26	
OH	2008	1	165.51	167.26	
OH	2008	2	168.11	165.31	
OH	2008	3	165.91	162.85	
OH	2008	4	159.05	159.34	
OH	2009	1	156.61	158.58	
OH	2009	2	161.54	158.71	
OH	2009	3	162.25	159.00	
OH	2009	4	159.00	159.34	
OH	2010	1	156.80	159.12	
OH	2010	2	159.51	156.56	
OH	2010	3	156.73	153.35	
OH	2010	4	152.81	153.23	
OH	2011	1	146.12	148.62	
OH	2011	2	151.84	148.89	
OH	2011	3	153.40	149.81	
OH	2011	4	150.16	150.69	
OH	2012	1	148.58	151.44	
OH	2012	2	156.87	153.62	
OH	2012	3	158.25	154.33	
